year,month,oilgas_emp,N,state
2012,6,43,"37","NORTH CAROLINA"
2012,7,38,"37","NORTH CAROLINA"
2012,8,37,"37","NORTH CAROLINA"
2012,9,36,"37","NORTH CAROLINA"
2012,10,36,"37","NORTH CAROLINA"
2012,11,37,"37","NORTH CAROLINA"
2012,12,36,"37","NORTH CAROLINA"
2013,1,36,"","NORTH CAROLINA"
2013,2,37,"","NORTH CAROLINA"
2013,3,37,"","NORTH CAROLINA"
2013,4,,"","NORTH CAROLINA"
2013,5,,"","NORTH CAROLINA"
2013,6,,"","NORTH CAROLINA"
2013,7,,"","NORTH CAROLINA"
2013,8,,"","NORTH CAROLINA"
2013,9,,"","NORTH CAROLINA"
2013,10,,"","NORTH CAROLINA"
2013,11,,"","NORTH CAROLINA"
2013,12,,"","NORTH CAROLINA"
2003,1,414,"443","NORTH DAKOTA"
2003,2,411,"443","NORTH DAKOTA"
2003,3,413,"443","NORTH DAKOTA"
2003,4,419,"443","NORTH DAKOTA"
2003,5,454,"443","NORTH DAKOTA"
2003,6,462,"443","NORTH DAKOTA"
2003,7,465,"443","NORTH DAKOTA"
2003,8,466,"443","NORTH DAKOTA"
2003,9,455,"443","NORTH DAKOTA"
2003,10,450,"443","NORTH DAKOTA"
2003,11,455,"443","NORTH DAKOTA"
2003,12,453,"443","NORTH DAKOTA"
2004,1,450,"445","NORTH DAKOTA"
2004,2,448,"445","NORTH DAKOTA"
2004,3,447,"445","NORTH DAKOTA"
2004,4,434,"445","NORTH DAKOTA"
2004,5,428,"445","NORTH DAKOTA"
2004,6,445,"445","NORTH DAKOTA"
2004,7,441,"445","NORTH DAKOTA"
2004,8,446,"445","NORTH DAKOTA"
2004,9,441,"445","NORTH DAKOTA"
2004,10,446,"445","NORTH DAKOTA"
2004,11,454,"445","NORTH DAKOTA"
2004,12,455,"445","NORTH DAKOTA"
2005,1,442,"474","NORTH DAKOTA"
2005,2,450,"474","NORTH DAKOTA"
2005,3,468,"474","NORTH DAKOTA"
2005,4,447,"474","NORTH DAKOTA"
2005,5,451,"474","NORTH DAKOTA"
2005,6,452,"474","NORTH DAKOTA"
2005,7,479,"474","NORTH DAKOTA"
2005,8,490,"474","NORTH DAKOTA"
2005,9,491,"474","NORTH DAKOTA"
2005,10,493,"474","NORTH DAKOTA"
2005,11,507,"474","NORTH DAKOTA"
2005,12,523,"474","NORTH DAKOTA"
2006,1,477,"427","NORTH DAKOTA"
2006,2,478,"427","NORTH DAKOTA"
2006,3,468,"427","NORTH DAKOTA"
2006,4,475,"427","NORTH DAKOTA"
2006,5,410,"427","NORTH DAKOTA"
2006,6,389,"427","NORTH DAKOTA"
2006,7,399,"427","NORTH DAKOTA"
2006,8,401,"427","NORTH DAKOTA"
2006,9,402,"427","NORTH DAKOTA"
2006,10,406,"427","NORTH DAKOTA"
2006,11,413,"427","NORTH DAKOTA"
2006,12,411,"427","NORTH DAKOTA"
2007,1,405,"432","NORTH DAKOTA"
2007,2,405,"432","NORTH DAKOTA"
2007,3,413,"432","NORTH DAKOTA"
2007,4,427,"432","NORTH DAKOTA"
2007,5,442,"432","NORTH DAKOTA"
2007,6,453,"432","NORTH DAKOTA"
2007,7,437,"432","NORTH DAKOTA"
2007,8,436,"432","NORTH DAKOTA"
2007,9,431,"432","NORTH DAKOTA"
2007,10,442,"432","NORTH DAKOTA"
2007,11,440,"432","NORTH DAKOTA"
2007,12,452,"432","NORTH DAKOTA"
2008,1,474,"544","NORTH DAKOTA"
2008,2,491,"544","NORTH DAKOTA"
2008,3,485,"544","NORTH DAKOTA"
2008,4,514,"544","NORTH DAKOTA"
2008,5,518,"544","NORTH DAKOTA"
2008,6,540,"544","NORTH DAKOTA"
2008,7,546,"544","NORTH DAKOTA"
2008,8,573,"544","NORTH DAKOTA"
2008,9,584,"544","NORTH DAKOTA"
2008,10,585,"544","NORTH DAKOTA"
2008,11,600,"544","NORTH DAKOTA"
2008,12,617,"544","NORTH DAKOTA"
2009,1,686,"704","NORTH DAKOTA"
2009,2,705,"704","NORTH DAKOTA"
2009,3,720,"704","NORTH DAKOTA"
2009,4,690,"704","NORTH DAKOTA"
2009,5,694,"704","NORTH DAKOTA"
2009,6,704,"704","NORTH DAKOTA"
2009,7,692,"704","NORTH DAKOTA"
2009,8,699,"704","NORTH DAKOTA"
2009,9,699,"704","NORTH DAKOTA"
2009,10,703,"704","NORTH DAKOTA"
2009,11,720,"704","NORTH DAKOTA"
2009,12,732,"704","NORTH DAKOTA"
2010,1,737,"844","NORTH DAKOTA"
2010,2,759,"844","NORTH DAKOTA"
2010,3,791,"844","NORTH DAKOTA"
2010,4,801,"844","NORTH DAKOTA"
2010,5,802,"844","NORTH DAKOTA"
2010,6,831,"844","NORTH DAKOTA"
2010,7,854,"844","NORTH DAKOTA"
2010,8,867,"844","NORTH DAKOTA"
2010,9,880,"844","NORTH DAKOTA"
2010,10,904,"844","NORTH DAKOTA"
2010,11,938,"844","NORTH DAKOTA"
2010,12,966,"844","NORTH DAKOTA"
2011,1,1031,"1167","NORTH DAKOTA"
2011,2,1058,"1167","NORTH DAKOTA"
2011,3,1068,"1167","NORTH DAKOTA"
2011,4,1117,"1167","NORTH DAKOTA"
2011,5,1150,"1167","NORTH DAKOTA"
2011,6,1180,"1167","NORTH DAKOTA"
2011,7,1148,"1167","NORTH DAKOTA"
2011,8,1166,"1167","NORTH DAKOTA"
2011,9,1203,"1167","NORTH DAKOTA"
2011,10,1241,"1167","NORTH DAKOTA"
2011,11,1297,"1167","NORTH DAKOTA"
2011,12,1339,"1167","NORTH DAKOTA"
2012,1,1388,"1614","NORTH DAKOTA"
2012,2,1417,"1614","NORTH DAKOTA"
2012,3,1457,"1614","NORTH DAKOTA"
2012,4,1506,"1614","NORTH DAKOTA"
2012,5,1558,"1614","NORTH DAKOTA"
2012,6,1648,"1614","NORTH DAKOTA"
2012,7,1686,"1614","NORTH DAKOTA"
2012,8,1712,"1614","NORTH DAKOTA"
2012,9,1725,"1614","NORTH DAKOTA"
2012,10,1712,"1614","NORTH DAKOTA"
2012,11,1762,"1614","NORTH DAKOTA"
2012,12,1798,"1614","NORTH DAKOTA"
2013,1,1851,"","NORTH DAKOTA"
2013,2,1877,"","NORTH DAKOTA"
2013,3,1888,"","NORTH DAKOTA"
2013,4,,"","NORTH DAKOTA"
2013,5,,"","NORTH DAKOTA"
2013,6,,"","NORTH DAKOTA"
2013,7,,"","NORTH DAKOTA"
2013,8,,"","NORTH DAKOTA"
2013,9,,"","NORTH DAKOTA"
2013,10,,"","NORTH DAKOTA"
2013,11,,"","NORTH DAKOTA"
2013,12,,"","NORTH DAKOTA"
2003,1,2477,"2521","OHIO"
2003,2,2465,"2521","OHIO"
2003,3,2475,"2521","OHIO"
2003,4,2535,"2521","OHIO"
2003,5,2545,"2521","OHIO"
2003,6,2574,"2521","OHIO"
2003,7,2579,"2521","OHIO"
2003,8,2582,"2521","OHIO"
2003,9,2526,"2521","OHIO"
2003,10,2512,"2521","OHIO"
2003,11,2507,"2521","OHIO"
2003,12,2470,"2521","OHIO"
2004,1,2507,"2490","OHIO"
2004,2,2483,"2490","OHIO"
2004,3,2486,"2490","OHIO"
2004,4,2499,"2490","OHIO"
2004,5,2588,"2490","OHIO"
2004,6,2559,"2490","OHIO"
2004,7,2540,"2490","OHIO"
2004,8,2556,"2490","OHIO"
2004,9,2517,"2490","OHIO"
2004,10,2381,"2490","OHIO"
2004,11,2366,"2490","OHIO"
2004,12,2392,"2490","OHIO"
2005,1,2408,"2340","OHIO"
2005,2,2364,"2340","OHIO"
2005,3,2348,"2340","OHIO"
2005,4,2346,"2340","OHIO"
2005,5,2324,"2340","OHIO"
2005,6,2344,"2340","OHIO"
2005,7,2337,"2340","OHIO"
2005,8,2359,"2340","OHIO"
2005,9,2349,"2340","OHIO"
2005,10,2298,"2340","OHIO"
2005,11,2302,"2340","OHIO"
2005,12,2297,"2340","OHIO"
2006,1,2292,"2386","OHIO"
2006,2,2265,"2386","OHIO"
2006,3,2289,"2386","OHIO"
2006,4,2368,"2386","OHIO"
2006,5,2389,"2386","OHIO"
2006,6,2430,"2386","OHIO"
2006,7,2471,"2386","OHIO"
2006,8,2488,"2386","OHIO"
2006,9,2408,"2386","OHIO"
2006,10,2412,"2386","OHIO"
2006,11,2406,"2386","OHIO"
2006,12,2419,"2386","OHIO"
2007,1,2491,"2577","OHIO"
2007,2,2463,"2577","OHIO"
2007,3,2460,"2577","OHIO"
2007,4,2507,"2577","OHIO"
2007,5,2530,"2577","OHIO"
2007,6,2613,"2577","OHIO"
2007,7,2640,"2577","OHIO"
2007,8,2691,"2577","OHIO"
2007,9,2641,"2577","OHIO"
2007,10,2624,"2577","OHIO"
2007,11,2636,"2577","OHIO"
2007,12,2626,"2577","OHIO"
2008,1,2609,"2661","OHIO"
2008,2,2524,"2661","OHIO"
2008,3,2523,"2661","OHIO"
2008,4,2564,"2661","OHIO"
2008,5,2602,"2661","OHIO"
2008,6,2683,"2661","OHIO"
2008,7,2791,"2661","OHIO"
2008,8,2785,"2661","OHIO"
2008,9,2715,"2661","OHIO"
2008,10,2715,"2661","OHIO"
2008,11,2711,"2661","OHIO"
2008,12,2708,"2661","OHIO"
2009,1,2693,"2692","OHIO"
2009,2,2636,"2692","OHIO"
2009,3,2635,"2692","OHIO"
2009,4,2686,"2692","OHIO"
2009,5,2725,"2692","OHIO"
2009,6,2760,"2692","OHIO"
2009,7,2801,"2692","OHIO"
2009,8,2798,"2692","OHIO"
2009,9,2708,"2692","OHIO"
2009,10,2609,"2692","OHIO"
2009,11,2603,"2692","OHIO"
2009,12,2651,"2692","OHIO"
2010,1,2647,"2759","OHIO"
2010,2,2655,"2759","OHIO"
2010,3,2640,"2759","OHIO"
2010,4,2776,"2759","OHIO"
2010,5,2789,"2759","OHIO"
2010,6,2850,"2759","OHIO"
2010,7,2848,"2759","OHIO"
2010,8,2815,"2759","OHIO"
2010,9,2771,"2759","OHIO"
2010,10,2756,"2759","OHIO"
2010,11,2760,"2759","OHIO"
2010,12,2796,"2759","OHIO"
2011,1,2796,"2875","OHIO"
2011,2,2758,"2875","OHIO"
2011,3,2781,"2875","OHIO"
2011,4,2843,"2875","OHIO"
2011,5,2854,"2875","OHIO"
2011,6,2978,"2875","OHIO"
2011,7,2934,"2875","OHIO"
2011,8,2929,"2875","OHIO"
2011,9,2892,"2875","OHIO"
2011,10,2906,"2875","OHIO"
2011,11,2903,"2875","OHIO"
2011,12,2929,"2875","OHIO"
2012,1,2883,"3086","OHIO"
2012,2,2843,"3086","OHIO"
2012,3,2867,"3086","OHIO"
2012,4,2962,"3086","OHIO"
2012,5,3073,"3086","OHIO"
2012,6,3132,"3086","OHIO"
2012,7,3218,"3086","OHIO"
2012,8,3224,"3086","OHIO"
2012,9,3173,"3086","OHIO"
2012,10,3211,"3086","OHIO"
2012,11,3208,"3086","OHIO"
2012,12,3233,"3086","OHIO"
2013,1,1777,"","OHIO"
2013,2,1796,"","OHIO"
2013,3,1934,"","OHIO"
2013,4,,"","OHIO"
2013,5,,"","OHIO"
2013,6,,"","OHIO"
2013,7,,"","OHIO"
2013,8,,"","OHIO"
2013,9,,"","OHIO"
2013,10,,"","OHIO"
2013,11,,"","OHIO"
2013,12,,"","OHIO"
2003,1,12906,"13124","OKLAHOMA"
2003,2,12957,"13124","OKLAHOMA"
2003,3,12902,"13124","OKLAHOMA"
2003,4,13012,"13124","OKLAHOMA"
2003,5,13087,"13124","OKLAHOMA"
2003,6,13252,"13124","OKLAHOMA"
2003,7,13370,"13124","OKLAHOMA"
2003,8,13362,"13124","OKLAHOMA"
2003,9,13222,"13124","OKLAHOMA"
2003,10,13162,"13124","OKLAHOMA"
2003,11,13091,"13124","OKLAHOMA"
2003,12,13169,"13124","OKLAHOMA"
2004,1,13194,"13450","OKLAHOMA"
2004,2,13137,"13450","OKLAHOMA"
2004,3,13118,"13450","OKLAHOMA"
2004,4,13107,"13450","OKLAHOMA"
2004,5,13217,"13450","OKLAHOMA"
2004,6,13485,"13450","OKLAHOMA"
2004,7,13522,"13450","OKLAHOMA"
2004,8,13470,"13450","OKLAHOMA"
2004,9,13443,"13450","OKLAHOMA"
2004,10,13767,"13450","OKLAHOMA"
2004,11,13832,"13450","OKLAHOMA"
2004,12,14104,"13450","OKLAHOMA"
2005,1,13753,"14195","OKLAHOMA"
2005,2,13691,"14195","OKLAHOMA"
2005,3,13758,"14195","OKLAHOMA"
2005,4,13783,"14195","OKLAHOMA"
2005,5,13867,"14195","OKLAHOMA"
2005,6,14306,"14195","OKLAHOMA"
2005,7,14443,"14195","OKLAHOMA"
2005,8,14488,"14195","OKLAHOMA"
2005,9,14400,"14195","OKLAHOMA"
2005,10,14677,"14195","OKLAHOMA"
2005,11,14745,"14195","OKLAHOMA"
2005,12,14428,"14195","OKLAHOMA"
2006,1,15168,"16192","OKLAHOMA"
2006,2,15317,"16192","OKLAHOMA"
2006,3,15513,"16192","OKLAHOMA"
2006,4,15857,"16192","OKLAHOMA"
2006,5,15928,"16192","OKLAHOMA"
2006,6,16325,"16192","OKLAHOMA"
2006,7,16509,"16192","OKLAHOMA"
2006,8,16734,"16192","OKLAHOMA"
2006,9,16702,"16192","OKLAHOMA"
2006,10,16359,"16192","OKLAHOMA"
2006,11,16741,"16192","OKLAHOMA"
2006,12,17149,"16192","OKLAHOMA"
2007,1,17212,"17985","OKLAHOMA"
2007,2,17093,"17985","OKLAHOMA"
2007,3,17167,"17985","OKLAHOMA"
2007,4,17379,"17985","OKLAHOMA"
2007,5,17470,"17985","OKLAHOMA"
2007,6,18053,"17985","OKLAHOMA"
2007,7,18390,"17985","OKLAHOMA"
2007,8,18535,"17985","OKLAHOMA"
2007,9,18401,"17985","OKLAHOMA"
2007,10,18640,"17985","OKLAHOMA"
2007,11,18669,"17985","OKLAHOMA"
2007,12,18816,"17985","OKLAHOMA"
2008,1,19090,"19808","OKLAHOMA"
2008,2,19077,"19808","OKLAHOMA"
2008,3,19165,"19808","OKLAHOMA"
2008,4,19262,"19808","OKLAHOMA"
2008,5,19581,"19808","OKLAHOMA"
2008,6,20143,"19808","OKLAHOMA"
2008,7,20373,"19808","OKLAHOMA"
2008,8,20350,"19808","OKLAHOMA"
2008,9,20086,"19808","OKLAHOMA"
2008,10,20146,"19808","OKLAHOMA"
2008,11,20140,"19808","OKLAHOMA"
2008,12,20282,"19808","OKLAHOMA"
2009,1,20387,"19410","OKLAHOMA"
2009,2,20029,"19410","OKLAHOMA"
2009,3,19869,"19410","OKLAHOMA"
2009,4,19480,"19410","OKLAHOMA"
2009,5,19274,"19410","OKLAHOMA"
2009,6,19416,"19410","OKLAHOMA"
2009,7,19358,"19410","OKLAHOMA"
2009,8,19192,"19410","OKLAHOMA"
2009,9,18933,"19410","OKLAHOMA"
2009,10,18895,"19410","OKLAHOMA"
2009,11,18980,"19410","OKLAHOMA"
2009,12,19111,"19410","OKLAHOMA"
2010,1,18031,"18677","OKLAHOMA"
2010,2,18031,"18677","OKLAHOMA"
2010,3,18036,"18677","OKLAHOMA"
2010,4,18226,"18677","OKLAHOMA"
2010,5,18430,"18677","OKLAHOMA"
2010,6,18822,"18677","OKLAHOMA"
2010,7,18906,"18677","OKLAHOMA"
2010,8,19049,"18677","OKLAHOMA"
2010,9,18855,"18677","OKLAHOMA"
2010,10,19222,"18677","OKLAHOMA"
2010,11,19127,"18677","OKLAHOMA"
2010,12,19391,"18677","OKLAHOMA"
2011,1,19940,"21078","OKLAHOMA"
2011,2,20188,"21078","OKLAHOMA"
2011,3,20271,"21078","OKLAHOMA"
2011,4,20514,"21078","OKLAHOMA"
2011,5,20710,"21078","OKLAHOMA"
2011,6,21173,"21078","OKLAHOMA"
2011,7,21436,"21078","OKLAHOMA"
2011,8,21530,"21078","OKLAHOMA"
2011,9,21545,"21078","OKLAHOMA"
2011,10,21700,"21078","OKLAHOMA"
2011,11,21854,"21078","OKLAHOMA"
2011,12,22072,"21078","OKLAHOMA"
2012,1,23039,"23986","OKLAHOMA"
2012,2,23231,"23986","OKLAHOMA"
2012,3,23442,"23986","OKLAHOMA"
2012,4,23589,"23986","OKLAHOMA"
2012,5,23833,"23986","OKLAHOMA"
2012,6,24365,"23986","OKLAHOMA"
2012,7,24473,"23986","OKLAHOMA"
2012,8,24415,"23986","OKLAHOMA"
2012,9,24177,"23986","OKLAHOMA"
2012,10,24359,"23986","OKLAHOMA"
2012,11,24363,"23986","OKLAHOMA"
2012,12,24541,"23986","OKLAHOMA"
2013,1,24164,"","OKLAHOMA"
2013,2,24160,"","OKLAHOMA"
2013,3,24020,"","OKLAHOMA"
2013,4,,"","OKLAHOMA"
2013,5,,"","OKLAHOMA"
2013,6,,"","OKLAHOMA"
2013,7,,"","OKLAHOMA"
2013,8,,"","OKLAHOMA"
2013,9,,"","OKLAHOMA"
2013,10,,"","OKLAHOMA"
2013,11,,"","OKLAHOMA"
2013,12,,"","OKLAHOMA"
2003,1,,"","OREGON"
2003,2,,"","OREGON"
2003,3,,"","OREGON"
2003,4,,"","OREGON"
2003,5,,"","OREGON"
2003,6,,"","OREGON"
2003,7,,"","OREGON"
2003,8,,"","OREGON"
2003,9,,"","OREGON"
2003,10,,"","OREGON"
2003,11,,"","OREGON"
2003,12,,"","OREGON"
2004,1,,"","OREGON"
2004,2,,"","OREGON"
2004,3,,"","OREGON"
2004,4,,"","OREGON"
2004,5,,"","OREGON"
2004,6,,"","OREGON"
2004,7,,"","OREGON"
2004,8,,"","OREGON"
2004,9,,"","OREGON"
2004,10,,"","OREGON"
2004,11,,"","OREGON"
2004,12,,"","OREGON"
2005,1,,"","OREGON"
2005,2,,"","OREGON"
2005,3,,"","OREGON"
2005,4,,"","OREGON"
2005,5,,"","OREGON"
2005,6,,"","OREGON"
2005,7,,"","OREGON"
2005,8,,"","OREGON"
2005,9,,"","OREGON"
2005,10,,"","OREGON"
2005,11,,"","OREGON"
2005,12,,"","OREGON"
2006,1,5,"10","OREGON"
2006,2,5,"10","OREGON"
2006,3,7,"10","OREGON"
2006,4,7,"10","OREGON"
2006,5,7,"10","OREGON"
2006,6,8,"10","OREGON"
2006,7,12,"10","OREGON"
2006,8,13,"10","OREGON"
2006,9,14,"10","OREGON"
2006,10,15,"10","OREGON"
2006,11,15,"10","OREGON"
2006,12,15,"10","OREGON"
2007,1,16,"14","OREGON"
2007,2,16,"14","OREGON"
2007,3,16,"14","OREGON"
2007,4,15,"14","OREGON"
2007,5,15,"14","OREGON"
2007,6,15,"14","OREGON"
2007,7,15,"14","OREGON"
2007,8,15,"14","OREGON"
2007,9,15,"14","OREGON"
2007,10,15,"14","OREGON"
2007,11,10,"14","OREGON"
2007,12,10,"14","OREGON"
2008,1,11,"9","OREGON"
2008,2,9,"9","OREGON"
2008,3,9,"9","OREGON"
2008,4,8,"9","OREGON"
2008,5,9,"9","OREGON"
2008,6,9,"9","OREGON"
2008,7,9,"9","OREGON"
2008,8,9,"9","OREGON"
2008,9,9,"9","OREGON"
2008,10,8,"9","OREGON"
2008,11,8,"9","OREGON"
2008,12,6,"9","OREGON"
2009,1,,"3","OREGON"
2009,2,,"3","OREGON"
2009,3,,"3","OREGON"
2009,4,4,"3","OREGON"
2009,5,4,"3","OREGON"
2009,6,4,"3","OREGON"
2009,7,,"3","OREGON"
2009,8,,"3","OREGON"
2009,9,,"3","OREGON"
2009,10,,"3","OREGON"
2009,11,,"3","OREGON"
2009,12,,"3","OREGON"
2010,1,,"4","OREGON"
2010,2,,"4","OREGON"
2010,3,,"4","OREGON"
2010,4,,"4","OREGON"
2010,5,,"4","OREGON"
2010,6,,"4","OREGON"
2010,7,8,"4","OREGON"
2010,8,8,"4","OREGON"
2010,9,6,"4","OREGON"
2010,10,,"4","OREGON"
2010,11,,"4","OREGON"
2010,12,,"4","OREGON"
2011,1,8,"5","OREGON"
2011,2,6,"5","OREGON"
2011,3,5,"5","OREGON"
2011,4,4,"5","OREGON"
2011,5,4,"5","OREGON"
2011,6,4,"5","OREGON"
2011,7,,"5","OREGON"
2011,8,,"5","OREGON"
2011,9,,"5","OREGON"
2011,10,,"5","OREGON"
2011,11,,"5","OREGON"
2011,12,,"5","OREGON"
2012,1,,"","OREGON"
2012,2,,"","OREGON"
2012,3,,"","OREGON"
2012,4,,"","OREGON"
2012,5,,"","OREGON"
2012,6,,"","OREGON"
2012,7,,"","OREGON"
2012,8,,"","OREGON"
2012,9,,"","OREGON"
2012,10,,"","OREGON"
2012,11,,"","OREGON"
2012,12,,"","OREGON"
2013,1,,"","OREGON"
2013,2,,"","OREGON"
2013,3,,"","OREGON"
2013,4,,"","OREGON"
2013,5,,"","OREGON"
2013,6,,"","OREGON"
2013,7,,"","OREGON"
2013,8,,"","OREGON"
2013,9,,"","OREGON"
2013,10,,"","OREGON"
2013,11,,"","OREGON"
2013,12,,"","OREGON"
2003,1,1627,"1670","PENNSYLVANIA"
2003,2,1602,"1670","PENNSYLVANIA"
2003,3,1607,"1670","PENNSYLVANIA"
2003,4,1629,"1670","PENNSYLVANIA"
2003,5,1658,"1670","PENNSYLVANIA"
2003,6,1668,"1670","PENNSYLVANIA"
2003,7,1729,"1670","PENNSYLVANIA"
2003,8,1730,"1670","PENNSYLVANIA"
2003,9,1693,"1670","PENNSYLVANIA"
2003,10,1701,"1670","PENNSYLVANIA"
2003,11,1701,"1670","PENNSYLVANIA"
2003,12,1698,"1670","PENNSYLVANIA"
2004,1,1662,"1735","PENNSYLVANIA"
2004,2,1655,"1735","PENNSYLVANIA"
2004,3,1658,"1735","PENNSYLVANIA"
2004,4,1659,"1735","PENNSYLVANIA"
2004,5,1725,"1735","PENNSYLVANIA"
2004,6,1763,"1735","PENNSYLVANIA"
2004,7,1786,"1735","PENNSYLVANIA"
2004,8,1812,"1735","PENNSYLVANIA"
2004,9,1773,"1735","PENNSYLVANIA"
2004,10,1775,"1735","PENNSYLVANIA"
2004,11,1755,"1735","PENNSYLVANIA"
2004,12,1792,"1735","PENNSYLVANIA"
2005,1,1726,"1840","PENNSYLVANIA"
2005,2,1739,"1840","PENNSYLVANIA"
2005,3,1749,"1840","PENNSYLVANIA"
2005,4,1755,"1840","PENNSYLVANIA"
2005,5,1790,"1840","PENNSYLVANIA"
2005,6,1882,"1840","PENNSYLVANIA"
2005,7,1920,"1840","PENNSYLVANIA"
2005,8,1943,"1840","PENNSYLVANIA"
2005,9,1888,"1840","PENNSYLVANIA"
2005,10,1888,"1840","PENNSYLVANIA"
2005,11,1890,"1840","PENNSYLVANIA"
2005,12,1910,"1840","PENNSYLVANIA"
2006,1,1853,"1997","PENNSYLVANIA"
2006,2,1858,"1997","PENNSYLVANIA"
2006,3,1877,"1997","PENNSYLVANIA"
2006,4,1910,"1997","PENNSYLVANIA"
2006,5,1947,"1997","PENNSYLVANIA"
2006,6,2037,"1997","PENNSYLVANIA"
2006,7,2080,"1997","PENNSYLVANIA"
2006,8,2084,"1997","PENNSYLVANIA"
2006,9,2045,"1997","PENNSYLVANIA"
2006,10,2071,"1997","PENNSYLVANIA"
2006,11,2106,"1997","PENNSYLVANIA"
2006,12,2100,"1997","PENNSYLVANIA"
2007,1,2160,"2302","PENNSYLVANIA"
2007,2,2143,"2302","PENNSYLVANIA"
2007,3,2176,"2302","PENNSYLVANIA"
2007,4,2208,"2302","PENNSYLVANIA"
2007,5,2245,"2302","PENNSYLVANIA"
2007,6,2377,"2302","PENNSYLVANIA"
2007,7,2413,"2302","PENNSYLVANIA"
2007,8,2423,"2302","PENNSYLVANIA"
2007,9,2361,"2302","PENNSYLVANIA"
2007,10,2358,"2302","PENNSYLVANIA"
2007,11,2367,"2302","PENNSYLVANIA"
2007,12,2394,"2302","PENNSYLVANIA"
2008,1,2443,"2671","PENNSYLVANIA"
2008,2,2463,"2671","PENNSYLVANIA"
2008,3,2471,"2671","PENNSYLVANIA"
2008,4,2512,"2671","PENNSYLVANIA"
2008,5,2630,"2671","PENNSYLVANIA"
2008,6,2744,"2671","PENNSYLVANIA"
2008,7,2787,"2671","PENNSYLVANIA"
2008,8,2811,"2671","PENNSYLVANIA"
2008,9,2757,"2671","PENNSYLVANIA"
2008,10,2794,"2671","PENNSYLVANIA"
2008,11,2805,"2671","PENNSYLVANIA"
2008,12,2834,"2671","PENNSYLVANIA"
2009,1,2799,"2812","PENNSYLVANIA"
2009,2,2789,"2812","PENNSYLVANIA"
2009,3,2801,"2812","PENNSYLVANIA"
2009,4,2685,"2812","PENNSYLVANIA"
2009,5,2722,"2812","PENNSYLVANIA"
2009,6,2798,"2812","PENNSYLVANIA"
2009,7,2821,"2812","PENNSYLVANIA"
2009,8,2844,"2812","PENNSYLVANIA"
2009,9,2788,"2812","PENNSYLVANIA"
2009,10,2871,"2812","PENNSYLVANIA"
2009,11,2897,"2812","PENNSYLVANIA"
2009,12,2927,"2812","PENNSYLVANIA"
2010,1,3261,"3807","PENNSYLVANIA"
2010,2,3310,"3807","PENNSYLVANIA"
2010,3,3377,"3807","PENNSYLVANIA"
2010,4,3535,"3807","PENNSYLVANIA"
2010,5,3702,"3807","PENNSYLVANIA"
2010,6,3871,"3807","PENNSYLVANIA"
2010,7,4020,"3807","PENNSYLVANIA"
2010,8,4036,"3807","PENNSYLVANIA"
2010,9,4028,"3807","PENNSYLVANIA"
2010,10,4128,"3807","PENNSYLVANIA"
2010,11,4178,"3807","PENNSYLVANIA"
2010,12,4242,"3807","PENNSYLVANIA"
2011,1,4046,"4517","PENNSYLVANIA"
2011,2,4197,"4517","PENNSYLVANIA"
2011,3,4205,"4517","PENNSYLVANIA"
2011,4,4267,"4517","PENNSYLVANIA"
2011,5,4344,"4517","PENNSYLVANIA"
2011,6,4495,"4517","PENNSYLVANIA"
2011,7,4639,"4517","PENNSYLVANIA"
2011,8,4719,"4517","PENNSYLVANIA"
2011,9,4714,"4517","PENNSYLVANIA"
2011,10,4770,"4517","PENNSYLVANIA"
2011,11,4844,"4517","PENNSYLVANIA"
2011,12,4960,"4517","PENNSYLVANIA"
2012,1,5034,"5381","PENNSYLVANIA"
2012,2,5080,"5381","PENNSYLVANIA"
2012,3,5116,"5381","PENNSYLVANIA"
2012,4,5219,"5381","PENNSYLVANIA"
2012,5,5269,"5381","PENNSYLVANIA"
2012,6,5420,"5381","PENNSYLVANIA"
2012,7,5581,"5381","PENNSYLVANIA"
2012,8,5651,"5381","PENNSYLVANIA"
2012,9,5527,"5381","PENNSYLVANIA"
2012,10,5554,"5381","PENNSYLVANIA"
2012,11,5558,"5381","PENNSYLVANIA"
2012,12,5566,"5381","PENNSYLVANIA"
2013,1,5900,"","PENNSYLVANIA"
2013,2,5868,"","PENNSYLVANIA"
2013,3,6133,"","PENNSYLVANIA"
2013,4,,"","PENNSYLVANIA"
2013,5,,"","PENNSYLVANIA"
2013,6,,"","PENNSYLVANIA"
2013,7,,"","PENNSYLVANIA"
2013,8,,"","PENNSYLVANIA"
2013,9,,"","PENNSYLVANIA"
2013,10,,"","PENNSYLVANIA"
2013,11,,"","PENNSYLVANIA"
2013,12,,"","PENNSYLVANIA"
2003,1,,"","RHODE ISLAND"
2003,2,,"","RHODE ISLAND"
2003,3,,"","RHODE ISLAND"
2003,4,,"","RHODE ISLAND"
2003,5,,"","RHODE ISLAND"
2003,6,,"","RHODE ISLAND"
2003,7,,"","RHODE ISLAND"
2003,8,,"","RHODE ISLAND"
2003,9,,"","RHODE ISLAND"
2003,10,,"","RHODE ISLAND"
2003,11,,"","RHODE ISLAND"
2003,12,,"","RHODE ISLAND"
2004,1,,"","RHODE ISLAND"
2004,2,,"","RHODE ISLAND"
2004,3,,"","RHODE ISLAND"
2004,4,,"","RHODE ISLAND"
2004,5,,"","RHODE ISLAND"
2004,6,,"","RHODE ISLAND"
2004,7,,"","RHODE ISLAND"
